id,doi,year,venue,title,cited_by,M_material,T_task,E_env,trust_flags,P_physics,depth_tier,duplicate_of,eligibility_concern
2-s2.0-105044951950,10.1080/19648189.2026.2660347,2026,European Journal of Environmental and Civil Engineering,Effect of cement kiln dust on expansive subgrade stabilised with alkali-activated fly ash,0,fly-ash;stabilized-soil,prediction,carbon;cost,none-detected,I(data-driven),DEEP,,
2-s2.0-105030925191,10.1016/j.mtcomm.2026.114883,2026,Materials Today Communications,Data driven modeling and experimental validation of alkali activated materials for construction applications,0,fly-ash,prediction,none-explicit,ext-val,I(data-driven),STANDARD,,
2-s2.0-105006902957,10.1080/24705314.2025.2503027,2025,Journal of Structural Integrity and Maintenance,AI based predictive modelling for compressive strength of metakaolin-based geopolymer concrete incorporated with Nano Titanium,29,metakaolin/clay,prediction,carbon;waste-valorization,XAI,I(data-driven),DEEP,,
2-s2.0-105032523043,10.1016/j.conbuildmat.2026.145929,2026,Construction and Building Materials,Prediction of compressive strength loss rate in geopolymer composites under freeze–thaw cycles via machine learning,2,mixed/other-AAM,prediction,cost;durability,XAI,II(domain-features),STANDARD,,
2-s2.0-105022155890,10.1016/j.conbuildmat.2025.144257,2025,Construction and Building Materials,NGBoost-based prediction of carbonation in Alkali-activated slag concrete enhanced by metaheuristic algorithms,2,slag,optimization,carbon;durability,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-85201153810,10.1061/JCCEE5.CPENG-5956,2024,Journal of Computing in Civil Engineering,Novel Optical-Inspired Rain Forest for the Explainable Prediction of Geopolymer Concrete Compressive Strength,4,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85186526882,10.1016/j.advengsoft.2024.103611,2024,Advances in Engineering Software,Modelling the compressive strength of geopolymer recycled aggregate concrete using ensemble machine learning,83,FA-slag;recycled-aggregate,inverse-design,carbon;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105023912470,10.1038/s41598-025-27229-w,2025,Scientific Reports,Durability and service life prediction of fly ash based geopolymer high performance concrete under extreme environmental conditions,7,fly-ash,optimization,durability,XAI;UQ,IV-claimed(physics-informed),DEEP,,
2-s2.0-105045152956,10.1371/journal.pone.0352645,2026,PloS one,Interpretable machine learning with Bayesian optimization for bond strength prediction of steel reinforcement in geopolymer concrete,0,mixed/other-AAM,optimization,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-105041496380,10.1016/j.nxmate.2026.102519,2026,Next Materials,Data driven predictive analysis of hardened properties of sustainable geopolymer concrete developed by using fly ash and sugarcane bagasse ash using explainable AI,1,fly-ash;biomass-ash,prediction,carbon;cost,XAI,I(data-driven),DEEP,,
2-s2.0-105028410434,10.1016/j.microc.2026.117053,2026,Microchemical Journal,AI-driven smart materials intelligence for the sustainable valorization of phosphogypsum in green engineering applications,4,fly-ash,multi-objective-optimization,waste-valorization,ext-val,II(domain-features),DEEP,,
2-s2.0-105028406064,10.1080/21650373.2026.2617175,2026,Journal of Sustainable Cement-Based Materials,Development of a machine learning algorithm for predicting compressive strength of alkali-activated recycled concrete,6,recycled-aggregate,prediction,carbon;waste-valorization,XAI,I(data-driven),DEEP,,
2-s2.0-105022121554,10.1038/s41598-025-24058-9,2025,Scientific Reports,Modeling and optimization of Multi-Waste foam geopolymers using central composite design and neural networks,3,metakaolin/clay;recycled-aggregate,optimization,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-105041318827,10.1016/j.dibe.2026.100971,2026,Developments in the Built Environment,Data-driven prediction of strength development of alkali-activated concrete with uncertainty quantification using interpretable amortised Gaussian process,0,mixed/other-AAM,prediction+UQ,none-explicit,XAI;UQ;calibration,III-claimed(knowledge-guided),DEEP,,
2-s2.0-85209147888,10.1080/15376494.2024.2390182,2025,Mechanics of Advanced Materials and Structures,AI-based non-linear models for mechanical and toughness properties of sustainable fiber-reinforced geopolymer concrete (FRGPC),8,mixed/other-AAM,prediction,cost,XAI,I(data-driven),STANDARD,,
2-s2.0-105039825343,10.21608/jesaun.2026.448323.1979,2025,Journal of Engineering Sciences,Predictive Modeling of Geopolymer Concrete Compressive Strength using Machine Learning: Experimental Analysis and Mix Optimization,0,fly-ash,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105021995286,10.1016/j.rinma.2025.100814,2025,Results in Materials,Effect of ingredients and experimental parameter on the rheological and mechanical properties of self-compacting agro-geopolymer paste: Experimental and autoencoder based deep learning techniques,0,mixed/other-AAM,prediction,carbon;cost,OOD/transfer,I(data-driven),DEEP,,
2-s2.0-105034919883,10.1007/s41062-026-02577-2,2026,Innovative Infrastructure Solutions,HMCS-WB: a hybrid model for enhanced prediction of concrete compressive strength via weight-bias optimization,0,mixed/other-AAM,optimization,none-explicit,XAI;ext-val,I(data-driven),STANDARD,,
2-s2.0-105036490054,10.11591/ijict.v14i3.pp822-829,2025,International Journal of Informatics and Communication Technology,Modeling chemical kinetics of geopolymers using physics informed neural network,0,mixed/other-AAM,prediction,none-explicit,none-detected,IV-claimed(physics-informed),DEEP,,
2-s2.0-105003500989,10.1021/acs.langmuir.4c04969,2025,Langmuir,Optimization of Material Composition for Improving Mechanical Properties of Fly Ash-Slag-Based Geopolymers: A Deep Learning Approach,7,FA-slag;metakaolin/clay,optimization,none-explicit,OOD/transfer,II(domain-features),STANDARD,,
2-s2.0-85190499313,10.1007/s42107-024-01049-1,2024,Asian Journal of Civil Engineering,"Analysis of mechanical properties of fly ash and bauxite residue based geopolymer concrete using ANN, Random Forest and Counter propagation neural network",10,fly-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-105022295083,10.1016/j.engappai.2025.113254,2026,Engineering Applications of Artificial Intelligence,Multi-objective mix optimization of geopolymer recycled aggregate concrete using prior knowledge embedded neural network and evolutionary algorithm,6,slag;recycled-aggregate,multi-objective-optimization,carbon;waste-valorization,XAI;ext-val,III-claimed(knowledge-guided),DEEP,,
2-s2.0-105003247892,10.1680/jgrim.24.00104,2025,Proceedings of the Institution of Civil Engineers: Ground Improvement,Leveraging ML for predicting UCS of soil stabilised with one-part alkali-activated binder,4,one-part;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105002806497,10.1007/s42107-025-01336-5,2025,Asian Journal of Civil Engineering,The anticipation of compressive strength of geopolymer mortars with tree-based machine learning models: effect of training-testing ratios,4,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105017585876,10.1016/j.cscm.2025.e05311,2025,Case Studies in Construction Materials,Machine learning-based prediction of carbonation depth in alkali-activated materials: Integrating physics knowledge and data augmentation,3,mixed/other-AAM,inverse-design,durability,XAI,IV-claimed(physics-informed),DEEP,,
2-s2.0-105039969368,10.3390/eng7050192,2026,Eng,"Exploring Variable Influences on the Compressive Strength of Alkali-Activated Concrete Using Ensemble Tree, Deep Learning Methods and SHAP-Based Interpretation",1,FA-slag,optimization,durability,XAI;calibration,II(domain-features),DEEP,,
2-s2.0-105019747797,10.1016/j.cscm.2025.e05407,2025,Case Studies in Construction Materials,"Explainable multi-output AI modeling for Fly Ash-Ground Granulated Blast Furnace Slag geopolymers: Predicting strength, workability, and embodied carbon",1,FA-slag,prediction,carbon,XAI,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-105018068886,10.1016/j.istruc.2025.110348,2025,Structures,Freeze-thaw damage assessment of concrete based on surface morphology: Study on the difference of different immersion areas,0,fly-ash,microstructure/image-analysis,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105046428986,10.1016/j.nxmate.2026.103079,2026,Next Materials,Cross-dataset stability assessment of a fixed-configuration CatBoost model across heterogeneous civil engineering material datasets,0,fly-ash;recycled-aggregate,prediction,waste-valorization,ext-val,I(data-driven),STANDARD,,
2-s2.0-85192746831,10.3390/app14093601,2024,Applied Sciences (Switzerland),Effect of Data Augmentation Using Deep Learning on Predictive Models for Geopolymer Compressive Strength,25,FA-slag,inverse-design,none-explicit,none-detected,I(data-driven),DEEP,,
2-s2.0-85183357076,10.1038/s41598-024-52825-7,2024,Scientific Reports,Boosting-based ensemble machine learning models for predicting unconfined compressive strength of geopolymer stabilized clayey soil,62,FA-slag;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-86000382653,10.1080/10589759.2024.2334434,2025,Nondestructive Testing and Evaluation,Utilizing an enhanced machine learning approach for geopolymer concrete analysis,13,mixed/other-AAM,optimization,carbon,repro-signal,I(data-driven),DEEP,,
2-s2.0-105030825424,10.1016/j.rineng.2026.109621,2026,Results in Engineering,Influence of chemical components and molar ratios on strength development of one-part alkali-activated mortar: Ensemble machine learning models,2,one-part,optimization,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-105030932002,10.1016/j.rineng.2026.109702,2026,Results in Engineering,Predicting hygro-mechanical properties of natural Borassus fiber reinforced bio-based alkali activated matrix: an ensemble learning approach,0,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105018079893,10.1016/j.istruc.2025.110281,2025,Structures,An interpretable machine learning approach with graphical user interface for strength prediction of sustainable slag-based geopolymer concrete,7,slag,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85205574200,10.1088/2053-1591/ad75e9,2024,Materials Research Express,Experimental investigation on mechanical and microstructural properties of self-compacting geopolymer concrete with different mineral admixtures,7,FA-slag,prediction,carbon;waste-valorization,none-detected,II(domain-features),DEEP,,
2-s2.0-105014732298,10.1007/s00500-025-10710-z,2025,Soft Computing,Multi-objective prediction of alkali-activated material properties and material parameter design,3,mixed/other-AAM,multi-objective-optimization,carbon;waste-valorization,XAI,II(domain-features),DEEP,,
2-s2.0-85207006400,10.1016/j.cscm.2024.e03849,2024,Case Studies in Construction Materials,Explicable AI-based modeling for the compressive strength of metakaolin-derived geopolymers,9,FA-slag;metakaolin/clay,prediction,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-85190815516,10.1016/j.jobe.2024.109344,2024,Journal of Building Engineering,An innovative intelligent design method of alkali-activated foamed geopolymer: Mixture optimization and performance prediction,6,FA-slag;metakaolin/clay,optimization,none-explicit,OOD/transfer,II(domain-features),STANDARD,,
2-s2.0-105007925869,10.1016/j.nxmate.2025.100812,2025,Next Materials,Development of an artificial neural network (ANN) based model for tailoring the fracture response of eco-friendly engineered geopolymer composites (EGC),11,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105026264394,10.1016/j.powtec.2025.122082,2026,Powder Technology,Explainable machine learning prediction of compressive strength in ternary industrial waste-based geopolymer grouting material,1,FA-slag;red-mud,optimization,carbon;waste-valorization,XAI,I(data-driven),DEEP,,
2-s2.0-105013384056,10.3390/buildings15152645,2025,Buildings,Analysis on the Ductility of One-Part Geopolymer-Stabilized Soil with PET Fibers: A Deep Learning Neural Network Approach,4,one-part;fly-ash;stabilized-soil,prediction,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-105041155252,10.1016/j.conbuildmat.2026.146933,2026,Construction and Building Materials,Parametric insights into carbonate activated GGBS-FA geopolymer concrete incorporating recycled concrete aggregate through hybrid statistical machine learning modelling,0,FA-slag;recycled-aggregate,prediction,carbon;waste-valorization;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-105026298059,10.1038/s41598-025-28690-3,2025,Scientific Reports,Multi-scale theoretical modeling with molecular simulation framework for fly ash-based high-performance concrete,12,fly-ash,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85201125556,10.12989/scs.2024.52.3.293,2024,Steel and Composite Structures,Predicting tensile strength of reinforced concrete composited with geopolymer using several machine learning algorithms,5,FA-slag,prediction,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-105044111031,10.1007/s40996-026-02212-1,2026,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Chemically Engineered Dual-Network Carbonate-Phosphate Alkali-Activated Geopolymer Reinforced with Hybrid Micro-Nano Reinforcements for High-Durability Structural Concrete,0,FA-slag,multi-objective-optimization,durability,none-detected,I(data-driven),DEEP,,
